date,airline,flight_number,origin,destination,original_route,new_route,original_distance_km,new_distance_km,additional_distance_km,extra_fuel_cost_usd,delay_hours
2026-03-15,Emirates SkyCargo,EM8651,Istanbul,Karachi,Via Strait of Hormuz,Via Red Sea–Suez route,3926,4706,780,3628.86,1.3
2026-03-15,Air Arabia,AI2869,London,Riyadh,Direct Middle East overfly,Via Central Asian detour,7174,9090,1916,12852.62,1.0
2026-03-15,Saudi Arabian Airlines,SA3515,Dubai,New York,Direct Middle East overfly,Via Central Asian detour,11850,12830,980,6817.47,3.7
2026-03-15,Air India,AI9389,Riyadh,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,6802,8175,1373,7180.66,3.7
2026-03-15,Oman Air,OM5641,Dubai,Delhi,Direct Middle East overfly,Via Central Asian detour,11841,13592,1751,7181.98,2.0
2026-03-15,Delta Air Lines,DE5834,Tehran,Moscow,Direct Gulf route,Via Jordan–Egypt alternate,3924,4947,1023,5243.0,3.7
2026-03-15,EgyptAir,EG8156,Kuwait City,Cairo,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,5808,7258,1450,7762.35,1.8
2026-03-15,American Airlines,AM2416,Frankfurt,Dubai,Via Strait of Hormuz,Via Red Sea–Suez route,2006,3493,1487,5307.26,3.8
2026-03-15,Etihad Airways,ET1153,Beijing,Tehran,Via Strait of Hormuz,Via Red Sea–Suez route,5849,6839,990,6462.93,2.2
2026-03-15,Jazeera Airways,JA2032,Riyadh,Cairo,Via Persian Gulf,Via Indian Ocean southern route,10593,12893,2300,9595.58,2.0
2026-03-15,Air France,AI1862,Sydney,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,11703,12405,702,3501.22,2.0
2026-03-15,Jazeera Airways,JA9847,Dubai,Delhi,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,9659,11863,2204,12621.59,2.1
2026-03-15,Emirates SkyCargo,EM7567,Cairo,Riyadh,Direct Gulf route,Via Jordan–Egypt alternate,3435,4259,824,4428.98,3.2
2026-03-15,American Airlines,AM6438,Beijing,Tehran,Via Baghdad FIR,Via Ankara–Baku corridor,6175,6995,820,5222.19,1.5
2026-03-15,Malaysia Airlines,MA1953,Doha,London,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2924,5680,2756,15370.03,3.2
2026-03-15,Pakistan International Airlines,PA2486,Abu Dhabi,London,Direct Gulf route,Via Jordan–Egypt alternate,6251,7274,1023,3702.25,0.8
2026-03-16,Lufthansa,LU135,Islamabad,Dubai,Direct Tehran overfly,Via Ashgabat–Almaty route,5237,6771,1534,6211.37,3.6
2026-03-16,British Airways,BR2112,Karachi,Dubai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,8162,9905,1743,9964.81,3.7
2026-03-16,DHL Aviation,DH7129,Doha,Paris,Direct Middle East overfly,Via Central Asian detour,8386,10200,1814,8143.02,4.1
2026-03-16,Delta Air Lines,DE6614,Riyadh,Cairo,Direct Tehran overfly,Via Ashgabat–Almaty route,4788,6084,1296,4663.29,2.8
2026-03-16,Oman Air,OM6346,Dubai,Mumbai,Via Strait of Hormuz,Via Red Sea–Suez route,6783,7995,1212,6015.77,1.1
2026-03-16,Malaysia Airlines,MA6325,Paris,Doha,Via Persian Gulf,Via Indian Ocean southern route,8887,11943,3056,18533.11,4.5
2026-03-16,Qatar Airways,QA4267,Doha,Mumbai,Direct Gulf route,Via Jordan–Egypt alternate,3467,3997,530,3449.8,1.9
2026-03-16,Emirates,EM6966,Doha,New York,Via Baghdad FIR,Via Ankara–Baku corridor,7097,7794,697,3640.87,4.0
2026-03-16,Lufthansa,LU6221,Dubai,Mumbai,Direct Tehran overfly,Via Ashgabat–Almaty route,2312,3312,1000,4358.74,3.4
2026-03-16,Jazeera Airways,JA9670,Singapore,Dubai,Direct Middle East overfly,Via Central Asian detour,9114,10280,1166,7568.85,3.6
2026-03-16,IndiGo,IN2707,Abu Dhabi,London,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,8166,10358,2192,9446.06,3.3
2026-03-16,Mahan Air,MA827,Riyadh,Cairo,Via Strait of Hormuz,Via Red Sea–Suez route,10934,12416,1482,9892.77,4.4
2026-03-16,Etihad Airways,ET8005,Paris,Dubai,Via Persian Gulf,Via Indian Ocean southern route,6755,8432,1677,10757.51,1.5
2026-03-16,Air Arabia,AI7395,Tehran,Beijing,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6897,9021,2124,13476.87,3.3
2026-03-16,Cargolux,CA7620,Doha,Paris,Direct Middle East overfly,Via Central Asian detour,10234,11514,1280,6512.95,2.4
2026-03-16,Air India,AI446,New York,Dubai,Direct Gulf route,Via Jordan–Egypt alternate,4749,5229,480,2921.87,3.6
2026-03-16,Qatar Airways,QA6877,Doha,New York,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,3335,5561,2226,14606.29,2.7
2026-03-16,Cathay Pacific,CA6523,London,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,2723,4597,1874,8544.44,3.4
2026-03-16,Air India,AI6895,Washington,Abu Dhabi,Direct Gulf route,Via Jordan–Egypt alternate,8055,8877,822,3330.9,2.0
2026-03-16,Turkish Airlines,TU5008,Dubai,Mumbai,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4100,6649,2549,13216.68,4.8
2026-03-16,Thai Airways,TH9694,Singapore,Dubai,Via Baghdad FIR,Via Ankara–Baku corridor,3969,5185,1216,4860.83,0.9
2026-03-16,EgyptAir,EG8171,Kuwait City,Mumbai,Via Iran/Iraq corridor,Via Turkey–Kazakhstan northern route,6853,8212,1359,6382.05,3.2
2026-03-16,Jazeera Airways,JA1255,London,Riyadh,Via Iran/Iraq corridor,Via Egypt–East Africa southern route,4482,7155,2673,18418.99,2.5
2026-03-16,Lufthansa,LU7106,Dubai,Frankfurt,Via Strait of Hormuz,Via Red Sea–Suez route,6425,7122,697,4178.36,0.8
