date,airline,flight_number,origin,destination,origin_country,destination_country,aircraft_type,passengers_affected,reason
2026-03-11,Kuwait Airways,KU799,Dubai,Frankfurt,UAE,Germany,Boeing 787-10 Dreamliner,136,Fuel supply disruption
2026-03-11,DHL Aviation,DH3176,Cairo,Kuwait City,Egypt,Kuwait,Airbus A330-300,224,Crew safety — company policy
2026-03-11,Turkish Airlines,TU3785,Abu Dhabi,Washington,UAE,USA,Airbus A340-600,188,Insurance restriction — war zone
2026-03-11,Ethiopian Airlines,ET7959,London,Bahrain,UK,Bahrain,Boeing 737-800,330,Government travel ban
2026-03-11,FedEx Express,FE7850,Dubai,Sydney,UAE,Australia,Airbus A350-900,382,Insurance restriction — war zone
2026-03-11,Delta Air Lines,DE2048,Sydney,Dubai,Australia,UAE,Airbus A330-300,312,Diplomatic advisory — do not fly
2026-03-11,Cathay Pacific,CA2825,Dubai,Singapore,UAE,Singapore,Boeing 787-9 Dreamliner,87,Crew safety — company policy
2026-03-11,Air Arabia,AI5760,Istanbul,Delhi,Turkey,India,Airbus A320neo,98,Airport closure — military activity
2026-03-11,FedEx Express,FE2897,Cairo,Dubai,Egypt,UAE,Airbus A380-800,382,Crew safety — company policy
2026-03-11,Air France,AI8276,Washington,Abu Dhabi,USA,UAE,Airbus A320neo,256,Crew safety — company policy
2026-03-11,FedEx Express,FE3203,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A340-600,268,Government travel ban
2026-03-11,Lufthansa,LU6652,London,Muscat,UK,Oman,Boeing 737-800,191,Airspace closure — NOTAM
2026-03-11,Air Arabia,AI5386,London,Muscat,UK,Oman,Airbus A340-600,427,Diplomatic advisory — do not fly
2026-03-12,United Airlines,UN4224,London,Riyadh,UK,Saudi Arabia,Boeing 737 MAX 8,315,Airport closure — military activity
2026-03-12,United Airlines,UN6106,Dubai,Cairo,UAE,Egypt,Airbus A380-800,230,Government travel ban
2026-03-12,IndiGo,IN4143,London,Riyadh,UK,Saudi Arabia,Boeing 777-300ER,181,Government travel ban
2026-03-12,Air India,AI2675,Los Angeles,Doha,USA,Qatar,Boeing 777-200LR,250,Airport closure — military activity
2026-03-12,Iran Air,IR4676,Doha,Los Angeles,Qatar,USA,Airbus A340-600,278,Diplomatic advisory — do not fly
2026-03-12,Air India,AI6467,Dubai,Bahrain,UAE,Bahrain,Airbus A350-900,402,Airspace closure — NOTAM
2026-03-12,Oman Air,OM6476,Karachi,Dubai,Pakistan,UAE,Airbus A320neo,360,Airport closure — military activity
2026-03-12,Delta Air Lines,DE3481,Dubai,Islamabad,UAE,Pakistan,Boeing 777-200LR,98,Diplomatic advisory — do not fly
2026-03-12,EgyptAir,EG1147,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 737-800,241,Insurance restriction — war zone
2026-03-12,Mahan Air,MA6697,Kuwait City,London,Kuwait,UK,Airbus A340-600,405,Security risk — conflict zone
2026-03-12,EgyptAir,EG9001,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,80,Security risk — conflict zone
2026-03-12,Singapore Airlines,SI5051,Islamabad,Dubai,Pakistan,UAE,Boeing 777-300ER,297,Insurance restriction — war zone
2026-03-12,American Airlines,AM3949,Istanbul,Delhi,Turkey,India,Airbus A330-300,252,Airspace closure — NOTAM
2026-03-12,Lufthansa,LU1485,London,Muscat,UK,Oman,Boeing 787-9 Dreamliner,139,Crew safety — company policy
2026-03-12,British Airways,BR644,Tehran,Moscow,Iran,Russia,Airbus A320neo,243,Government travel ban
2026-03-12,Qatar Airways,QA3913,Bahrain,Dubai,Bahrain,UAE,Airbus A320neo,96,Security risk — conflict zone
2026-03-12,Singapore Airlines,SI7253,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 787-10 Dreamliner,334,Fuel supply disruption
2026-03-12,Ethiopian Airlines,ET872,London,Doha,UK,Qatar,Airbus A380-800,371,Airport closure — military activity
2026-03-12,United Airlines,UN8620,Istanbul,Dubai,Turkey,UAE,Airbus A350-900,272,Airspace closure — NOTAM
2026-03-12,EgyptAir,EG3090,Amman,Dubai,Jordan,UAE,Boeing 787-10 Dreamliner,393,Government travel ban
2026-03-12,United Airlines,UN6612,Muscat,London,Oman,UK,Boeing 787-9 Dreamliner,104,Airspace closure — NOTAM
2026-03-12,Ethiopian Airlines,ET1101,London,Singapore,UK,Singapore,Airbus A350-900,273,Crew safety — company policy
2026-03-12,British Airways,BR8104,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,366,Government travel ban
2026-03-12,Cargolux,CA8768,Dubai,New York,UAE,USA,Airbus A340-600,129,Diplomatic advisory — do not fly
2026-03-12,Emirates,EM3694,London,Doha,UK,Qatar,Airbus A330-300,185,Insurance restriction — war zone
2026-03-12,Oman Air,OM8655,Cairo,Kuwait City,Egypt,Kuwait,Airbus A320neo,182,Security risk — conflict zone
2026-03-12,Air Arabia,AI4482,Mumbai,Kuwait City,India,Kuwait,Airbus A350-900,80,Government travel ban
2026-03-12,Jazeera Airways,JA223,Singapore,Dubai,Singapore,UAE,Boeing 787-10 Dreamliner,407,Airport closure — military activity
2026-03-12,DHL Aviation,DH9722,Mumbai,Doha,India,Qatar,Airbus A330-300,91,Insurance restriction — war zone
2026-03-12,Delta Air Lines,DE6050,Singapore,London,Singapore,UK,Airbus A340-600,187,Airport closure — military activity
2026-03-12,KLM,KL1071,Bahrain,Dubai,Bahrain,UAE,Airbus A380-800,321,Security risk — conflict zone
2026-03-12,Air India,AI2873,Delhi,Istanbul,India,Turkey,Boeing 787-9 Dreamliner,155,Fuel supply disruption
2026-03-12,Lufthansa,LU2682,Dubai,Delhi,UAE,India,Airbus A321neo,385,Airspace closure — NOTAM
2026-03-12,Etihad Airways,ET3963,Dubai,Karachi,UAE,Pakistan,Airbus A380-800,199,Security risk — conflict zone
2026-03-12,Etihad Airways,ET7750,New York,Dubai,USA,UAE,Boeing 737 MAX 8,252,Airport closure — military activity
2026-03-12,Gulf Air,GU6441,Doha,Paris,Qatar,France,Airbus A380-800,127,Airport closure — military activity
2026-03-12,EgyptAir,EG5664,Doha,Los Angeles,Qatar,USA,Airbus A320neo,172,Security risk — conflict zone
2026-03-13,American Airlines,AM6148,Dubai,Istanbul,UAE,Turkey,Airbus A340-600,268,Airport closure — military activity
2026-03-13,Qatar Airways,QA2948,Lahore,Doha,Pakistan,Qatar,Boeing 777-300ER,350,Insurance restriction — war zone
2026-03-13,Turkish Airlines,TU5237,Mumbai,Doha,India,Qatar,Boeing 737-800,374,Security risk — conflict zone
2026-03-13,Turkish Airlines,TU9576,Moscow,Tehran,Russia,Iran,Boeing 737-800,199,Insurance restriction — war zone
2026-03-13,Singapore Airlines,SI3727,Dubai,Frankfurt,UAE,Germany,Airbus A350-900,319,Government travel ban
2026-03-13,Qatar Airways,QA6178,Istanbul,Tehran,Turkey,Iran,Boeing 737 MAX 8,426,Fuel supply disruption
2026-03-13,Delta Air Lines,DE6258,Cairo,Kuwait City,Egypt,Kuwait,Airbus A320neo,190,Fuel supply disruption
2026-03-13,EgyptAir,EG336,Dubai,Cairo,UAE,Egypt,Airbus A320neo,277,Government travel ban
2026-03-13,Kuwait Airways,KU6611,Lahore,Doha,Pakistan,Qatar,Airbus A350-900,427,Fuel supply disruption
2026-03-13,Turkish Airlines,TU9733,Paris,Doha,France,Qatar,Boeing 787-10 Dreamliner,321,Government travel ban
2026-03-13,Gulf Air,GU8300,London,Dubai,UK,UAE,Boeing 787-9 Dreamliner,179,Airport closure — military activity
2026-03-13,Cathay Pacific,CA9212,Dubai,Paris,UAE,France,Boeing 787-10 Dreamliner,288,Airspace closure — NOTAM
2026-03-13,Pakistan International Airlines,PA8583,Dubai,New York,UAE,USA,Airbus A340-600,118,Insurance restriction — war zone
2026-03-13,DHL Aviation,DH2999,Islamabad,Riyadh,Pakistan,Saudi Arabia,Airbus A330-300,315,Government travel ban
2026-03-13,FedEx Express,FE1592,Cairo,Kuwait City,Egypt,Kuwait,Airbus A380-800,216,Security risk — conflict zone
2026-03-13,Turkish Airlines,TU9152,Istanbul,Tehran,Turkey,Iran,Boeing 787-10 Dreamliner,436,Airport closure — military activity
2026-03-13,Emirates SkyCargo,EM2546,London,Kuwait City,UK,Kuwait,Boeing 787-9 Dreamliner,384,Diplomatic advisory — do not fly
2026-03-13,Delta Air Lines,DE2523,Tehran,Beijing,Iran,China,Boeing 777-200LR,442,Security risk — conflict zone
2026-03-13,Oman Air,OM6527,Bahrain,London,Bahrain,UK,Airbus A321neo,119,Government travel ban
2026-03-13,British Airways,BR7261,Los Angeles,Doha,USA,Qatar,Airbus A330-300,360,Insurance restriction — war zone
2026-03-13,Gulf Air,GU3949,Doha,Paris,Qatar,France,Airbus A350-900,130,Fuel supply disruption
2026-03-13,Iran Air,IR1791,London,Muscat,UK,Oman,Boeing 777-200LR,421,Fuel supply disruption
2026-03-13,Oman Air,OM4670,Cairo,Dubai,Egypt,UAE,Boeing 777-300ER,396,Crew safety — company policy
2026-03-13,Delta Air Lines,DE655,Abu Dhabi,Washington,UAE,USA,Airbus A321neo,400,Fuel supply disruption
2026-03-13,Thai Airways,TH6602,Dubai,Bahrain,UAE,Bahrain,Boeing 737-800,362,Insurance restriction — war zone
2026-03-13,Thai Airways,TH1332,Riyadh,Islamabad,Saudi Arabia,Pakistan,Boeing 777-300ER,176,Airport closure — military activity
2026-03-13,Delta Air Lines,DE4111,Paris,Dubai,France,UAE,Boeing 737 MAX 8,296,Government travel ban
2026-03-13,Turkish Airlines,TU2796,Moscow,Tehran,Russia,Iran,Boeing 787-10 Dreamliner,255,Airspace closure — NOTAM
2026-03-13,KLM,KL3191,Paris,Beirut,France,Lebanon,Boeing 787-9 Dreamliner,180,Airspace closure — NOTAM
2026-03-13,Air India,AI1021,Cairo,Dubai,Egypt,UAE,Boeing 737-800,271,Insurance restriction — war zone
2026-03-13,Oman Air,OM5268,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A380-800,110,Airspace closure — NOTAM
2026-03-13,EgyptAir,EG252,Dubai,Mumbai,UAE,India,Boeing 737 MAX 8,253,Diplomatic advisory — do not fly
2026-03-13,Qatar Airways,QA6066,Beijing,Tehran,China,Iran,Boeing 737 MAX 8,127,Fuel supply disruption
2026-03-13,Jazeera Airways,JA8750,Riyadh,London,Saudi Arabia,UK,Boeing 737 MAX 8,276,Security risk — conflict zone
2026-03-13,Cargolux,CA7208,Paris,Doha,France,Qatar,Airbus A330-300,300,Crew safety — company policy
2026-03-13,Iran Air,IR1258,Paris,Doha,France,Qatar,Airbus A330-300,100,Airspace closure — NOTAM
2026-03-13,United Airlines,UN2718,Islamabad,Riyadh,Pakistan,Saudi Arabia,Boeing 737-800,185,Security risk — conflict zone
2026-03-13,IndiGo,IN8863,Delhi,Istanbul,India,Turkey,Boeing 737 MAX 8,226,Government travel ban
2026-03-13,Singapore Airlines,SI1425,Istanbul,Karachi,Turkey,Pakistan,Boeing 787-10 Dreamliner,411,Airspace closure — NOTAM
2026-03-13,Air Arabia,AI1919,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,292,Diplomatic advisory — do not fly
2026-03-13,Cathay Pacific,CA5713,Doha,Lahore,Qatar,Pakistan,Boeing 777-300ER,417,Crew safety — company policy
2026-03-13,Mahan Air,MA2896,Paris,Dubai,France,UAE,Boeing 737 MAX 8,112,Fuel supply disruption
2026-03-13,Ethiopian Airlines,ET5541,Doha,New York,Qatar,USA,Boeing 737 MAX 8,91,Insurance restriction — war zone
2026-03-14,Air India,AI6339,Abu Dhabi,London,UAE,UK,Airbus A330-300,304,Diplomatic advisory — do not fly
2026-03-14,Jazeera Airways,JA3978,Paris,Doha,France,Qatar,Airbus A380-800,307,Fuel supply disruption
2026-03-14,FedEx Express,FE2056,London,Singapore,UK,Singapore,Boeing 787-10 Dreamliner,271,Airport closure — military activity
2026-03-14,Cathay Pacific,CA6291,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A320neo,94,Security risk — conflict zone
2026-03-14,Gulf Air,GU8522,Abu Dhabi,Sydney,UAE,Australia,Boeing 737-800,254,Government travel ban
2026-03-14,Jazeera Airways,JA271,Tehran,Beijing,Iran,China,Boeing 777-300ER,255,Insurance restriction — war zone
2026-03-14,Singapore Airlines,SI294,New York,Doha,USA,Qatar,Airbus A330-300,307,Fuel supply disruption
2026-03-14,DHL Aviation,DH8904,Singapore,London,Singapore,UK,Airbus A380-800,449,Airspace closure — NOTAM
2026-03-14,Malaysia Airlines,MA4646,Dubai,New York,UAE,USA,Boeing 737-800,101,Security risk — conflict zone
2026-03-14,FedEx Express,FE1844,Dubai,Islamabad,UAE,Pakistan,Airbus A320neo,300,Fuel supply disruption
2026-03-14,Iran Air,IR5969,Paris,Doha,France,Qatar,Airbus A380-800,143,Fuel supply disruption
2026-03-14,Thai Airways,TH9506,Singapore,Dubai,Singapore,UAE,Boeing 777-200LR,324,Fuel supply disruption
2026-03-14,British Airways,BR3535,Frankfurt,Dubai,Germany,UAE,Boeing 777-200LR,340,Insurance restriction — war zone
2026-03-14,Air India,AI9199,Doha,Mumbai,Qatar,India,Airbus A320neo,195,Airport closure — military activity
2026-03-14,Kuwait Airways,KU7552,Beijing,Tehran,China,Iran,Boeing 777-200LR,251,Airspace closure — NOTAM
2026-03-14,Cargolux,CA2723,Istanbul,Tehran,Turkey,Iran,Airbus A380-800,380,Airport closure — military activity
2026-03-14,EgyptAir,EG1353,Dubai,London,UAE,UK,Airbus A350-900,264,Crew safety — company policy
2026-03-14,Qatar Airways,QA128,London,Abu Dhabi,UK,UAE,Airbus A380-800,135,Government travel ban
2026-03-14,Ethiopian Airlines,ET2957,London,Dubai,UK,UAE,Airbus A321neo,153,Crew safety — company policy
2026-03-14,Turkish Airlines,TU8263,Beijing,Tehran,China,Iran,Boeing 737 MAX 8,153,Airspace closure — NOTAM
2026-03-14,British Airways,BR7406,Dubai,Delhi,UAE,India,Boeing 787-9 Dreamliner,326,Airport closure — military activity
2026-03-14,British Airways,BR7874,Paris,Doha,France,Qatar,Airbus A330-300,309,Insurance restriction — war zone
2026-03-14,Air Arabia,AI1568,Washington,Abu Dhabi,USA,UAE,Airbus A350-900,349,Crew safety — company policy
2026-03-14,Saudi Arabian Airlines,SA7115,Dubai,Istanbul,UAE,Turkey,Boeing 787-9 Dreamliner,155,Airspace closure — NOTAM
2026-03-14,Turkish Airlines,TU8453,London,Kuwait City,UK,Kuwait,Boeing 737-800,212,Airport closure — military activity
2026-03-14,Ethiopian Airlines,ET6996,Beirut,Paris,Lebanon,France,Boeing 787-9 Dreamliner,87,Security risk — conflict zone
2026-03-14,Mahan Air,MA2914,Mumbai,Dubai,India,UAE,Airbus A320neo,228,Airspace closure — NOTAM
2026-03-14,Oman Air,OM7032,Paris,Doha,France,Qatar,Boeing 737-800,204,Insurance restriction — war zone
2026-03-14,Air Arabia,AI9112,Beirut,Paris,Lebanon,France,Boeing 787-10 Dreamliner,338,Airspace closure — NOTAM
2026-03-14,Air France,AI9377,Kuwait City,London,Kuwait,UK,Airbus A330-300,369,Government travel ban
2026-03-14,Qatar Airways,QA1727,Sydney,Dubai,Australia,UAE,Boeing 777-200LR,239,Airport closure — military activity
2026-03-14,FedEx Express,FE8401,London,Muscat,UK,Oman,Boeing 737 MAX 8,327,Security risk — conflict zone
2026-03-14,Etihad Airways,ET6406,Dubai,Frankfurt,UAE,Germany,Airbus A320neo,266,Government travel ban
2026-03-14,Turkish Airlines,TU3561,Doha,Paris,Qatar,France,Boeing 737-800,139,Airspace closure — NOTAM
2026-03-14,Ethiopian Airlines,ET2172,London,Kuwait City,UK,Kuwait,Airbus A330-300,231,Diplomatic advisory — do not fly
2026-03-14,Kuwait Airways,KU9792,Amman,Dubai,Jordan,UAE,Boeing 777-300ER,330,Airspace closure — NOTAM
2026-03-14,Jazeera Airways,JA2105,Istanbul,Tehran,Turkey,Iran,Boeing 737-800,206,Security risk — conflict zone
2026-03-14,Oman Air,OM3356,Frankfurt,Dubai,Germany,UAE,Airbus A321neo,159,Fuel supply disruption
2026-03-14,EgyptAir,EG444,Dubai,Amman,UAE,Jordan,Airbus A330-300,106,Airspace closure — NOTAM
2026-03-14,Emirates,EM2183,Singapore,London,Singapore,UK,Airbus A380-800,305,Government travel ban
2026-03-14,Air Arabia,AI8948,Islamabad,Dubai,Pakistan,UAE,Boeing 787-9 Dreamliner,317,Airspace closure — NOTAM
2026-03-14,Air France,AI9164,Abu Dhabi,Washington,UAE,USA,Airbus A350-900,359,Government travel ban
2026-03-14,United Airlines,UN803,Paris,Doha,France,Qatar,Boeing 737-800,448,Airport closure — military activity
2026-03-14,Ethiopian Airlines,ET3312,Cairo,Riyadh,Egypt,Saudi Arabia,Airbus A340-600,172,Insurance restriction — war zone
2026-03-15,Iran Air,IR8271,Dubai,Bahrain,UAE,Bahrain,Boeing 787-9 Dreamliner,364,Crew safety — company policy
2026-03-15,Emirates SkyCargo,EM3319,Karachi,Istanbul,Pakistan,Turkey,Airbus A330-300,192,Government travel ban
2026-03-15,Oman Air,OM3584,Abu Dhabi,London,UAE,UK,Airbus A380-800,432,Security risk — conflict zone
2026-03-15,DHL Aviation,DH5696,Karachi,Istanbul,Pakistan,Turkey,Airbus A350-900,377,Insurance restriction — war zone
2026-03-15,FedEx Express,FE959,New York,Doha,USA,Qatar,Airbus A320neo,134,Diplomatic advisory — do not fly
2026-03-15,Malaysia Airlines,MA1394,Frankfurt,Dubai,Germany,UAE,Airbus A321neo,277,Airport closure — military activity
2026-03-15,Etihad Airways,ET675,Riyadh,London,Saudi Arabia,UK,Airbus A380-800,288,Airport closure — military activity
2026-03-15,flydubai,FL2747,Abu Dhabi,Sydney,UAE,Australia,Airbus A350-900,175,Airport closure — military activity
2026-03-15,United Airlines,UN9049,Doha,Los Angeles,Qatar,USA,Airbus A340-600,332,Government travel ban
2026-03-15,KLM,KL6868,Dubai,Frankfurt,UAE,Germany,Boeing 737 MAX 8,83,Government travel ban
2026-03-15,Turkish Airlines,TU4355,Dubai,Sydney,UAE,Australia,Boeing 777-300ER,170,Diplomatic advisory — do not fly
2026-03-15,Iran Air,IR5656,Delhi,Istanbul,India,Turkey,Boeing 777-300ER,252,Insurance restriction — war zone
2026-03-15,Delta Air Lines,DE6220,Delhi,Dubai,India,UAE,Airbus A321neo,299,Airspace closure — NOTAM
2026-03-15,United Airlines,UN4478,Dubai,Karachi,UAE,Pakistan,Airbus A321neo,405,Government travel ban
2026-03-15,Air India,AI7875,Lahore,Doha,Pakistan,Qatar,Boeing 737-800,229,Security risk — conflict zone
2026-03-15,Emirates,EM1968,Paris,Dubai,France,UAE,Boeing 737 MAX 8,239,Airspace closure — NOTAM
2026-03-15,Mahan Air,MA420,Delhi,Dubai,India,UAE,Boeing 777-300ER,263,Insurance restriction — war zone
2026-03-15,United Airlines,UN6448,Dubai,New York,UAE,USA,Boeing 737-800,146,Fuel supply disruption
2026-03-15,American Airlines,AM1603,Karachi,Dubai,Pakistan,UAE,Airbus A350-900,180,Security risk — conflict zone
2026-03-15,Gulf Air,GU7964,Doha,Paris,Qatar,France,Airbus A320neo,125,Insurance restriction — war zone
2026-03-15,Iran Air,IR8963,Los Angeles,Doha,USA,Qatar,Boeing 787-10 Dreamliner,256,Government travel ban
2026-03-15,Air Arabia,AI5741,Doha,Paris,Qatar,France,Boeing 787-9 Dreamliner,146,Crew safety — company policy
2026-03-15,Singapore Airlines,SI8079,Istanbul,Delhi,Turkey,India,Airbus A321neo,378,Government travel ban
2026-03-15,Turkish Airlines,TU1179,Washington,Abu Dhabi,USA,UAE,Airbus A320neo,345,Security risk — conflict zone
2026-03-15,Cargolux,CA9736,New York,Doha,USA,Qatar,Boeing 777-200LR,401,Security risk — conflict zone
2026-03-15,Jazeera Airways,JA8832,Dubai,Istanbul,UAE,Turkey,Boeing 777-200LR,120,Diplomatic advisory — do not fly
2026-03-15,Emirates SkyCargo,EM2303,Paris,Doha,France,Qatar,Airbus A321neo,442,Airport closure — military activity
2026-03-15,Air France,AI5101,Dubai,Bahrain,UAE,Bahrain,Airbus A330-300,166,Crew safety — company policy
2026-03-15,Kuwait Airways,KU4550,Doha,Mumbai,Qatar,India,Boeing 787-9 Dreamliner,346,Diplomatic advisory — do not fly
2026-03-15,Kuwait Airways,KU9748,Sydney,Abu Dhabi,Australia,UAE,Airbus A350-900,126,Government travel ban
2026-03-15,Mahan Air,MA3182,Dubai,New York,UAE,USA,Airbus A350-900,376,Insurance restriction — war zone
2026-03-15,Emirates SkyCargo,EM2595,Beijing,Tehran,China,Iran,Airbus A380-800,138,Airspace closure — NOTAM
2026-03-15,Kuwait Airways,KU981,Doha,Lahore,Qatar,Pakistan,Boeing 737 MAX 8,176,Airport closure — military activity
2026-03-15,flydubai,FL1648,London,Dubai,UK,UAE,Airbus A380-800,300,Crew safety — company policy
2026-03-15,Air Arabia,AI8131,Lahore,Doha,Pakistan,Qatar,Boeing 737-800,210,Fuel supply disruption
2026-03-15,flydubai,FL3474,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A380-800,218,Crew safety — company policy
2026-03-15,Malaysia Airlines,MA569,Dubai,New York,UAE,USA,Airbus A320neo,314,Diplomatic advisory — do not fly
2026-03-15,Thai Airways,TH5849,Dubai,Frankfurt,UAE,Germany,Airbus A380-800,112,Airspace closure — NOTAM
2026-03-15,Jazeera Airways,JA5858,Dubai,Paris,UAE,France,Airbus A350-900,183,Security risk — conflict zone
2026-03-15,United Airlines,UN2040,Lahore,Doha,Pakistan,Qatar,Boeing 777-200LR,357,Crew safety — company policy
2026-03-15,Turkish Airlines,TU1482,Kuwait City,Mumbai,Kuwait,India,Airbus A321neo,304,Diplomatic advisory — do not fly
2026-03-15,Air France,AI6386,Moscow,Tehran,Russia,Iran,Airbus A320neo,366,Airport closure — military activity
2026-03-15,United Airlines,UN5074,Kuwait City,Mumbai,Kuwait,India,Boeing 737-800,296,Airport closure — military activity
2026-03-15,EgyptAir,EG3934,Bahrain,London,Bahrain,UK,Airbus A340-600,157,Insurance restriction — war zone
2026-03-16,IndiGo,IN8649,Dubai,Karachi,UAE,Pakistan,Boeing 787-10 Dreamliner,381,Insurance restriction — war zone
2026-03-16,Etihad Airways,ET2299,Tehran,Beijing,Iran,China,Airbus A350-900,427,Diplomatic advisory — do not fly
2026-03-16,United Airlines,UN7240,Dubai,Istanbul,UAE,Turkey,Boeing 787-10 Dreamliner,360,Crew safety — company policy
2026-03-16,Jazeera Airways,JA1980,Tehran,Istanbul,Iran,Turkey,Boeing 787-10 Dreamliner,308,Airspace closure — NOTAM
2026-03-16,Malaysia Airlines,MA8013,Mumbai,Dubai,India,UAE,Boeing 737 MAX 8,240,Fuel supply disruption
2026-03-16,Mahan Air,MA1679,Doha,London,Qatar,UK,Boeing 777-200LR,167,Security risk — conflict zone
2026-03-16,Saudi Arabian Airlines,SA3139,Bahrain,Dubai,Bahrain,UAE,Boeing 787-10 Dreamliner,402,Security risk — conflict zone
2026-03-16,United Airlines,UN8204,London,Bahrain,UK,Bahrain,Boeing 787-10 Dreamliner,404,Crew safety — company policy
2026-03-16,Saudi Arabian Airlines,SA1671,Singapore,Dubai,Singapore,UAE,Boeing 777-300ER,363,Fuel supply disruption
2026-03-16,Delta Air Lines,DE360,Sydney,Abu Dhabi,Australia,UAE,Boeing 737-800,339,Security risk — conflict zone
2026-03-16,Jazeera Airways,JA6325,Bahrain,London,Bahrain,UK,Airbus A340-600,275,Airport closure — military activity
2026-03-16,Etihad Airways,ET5654,Dubai,Karachi,UAE,Pakistan,Boeing 737 MAX 8,205,Airport closure — military activity
2026-03-16,Malaysia Airlines,MA2857,Sydney,Abu Dhabi,Australia,UAE,Airbus A320neo,409,Crew safety — company policy
2026-03-16,Ethiopian Airlines,ET3686,Mumbai,Doha,India,Qatar,Boeing 777-300ER,263,Fuel supply disruption
2026-03-16,DHL Aviation,DH2970,Riyadh,Cairo,Saudi Arabia,Egypt,Airbus A330-300,104,Security risk — conflict zone
2026-03-16,Saudi Arabian Airlines,SA2032,Singapore,Dubai,Singapore,UAE,Airbus A330-300,202,Government travel ban
2026-03-16,Saudi Arabian Airlines,SA692,Doha,Lahore,Qatar,Pakistan,Airbus A321neo,343,Government travel ban
2026-03-16,Qatar Airways,QA3347,Karachi,Dubai,Pakistan,UAE,Airbus A330-300,341,Security risk — conflict zone
2026-03-16,Mahan Air,MA6227,Amman,Dubai,Jordan,UAE,Airbus A380-800,395,Insurance restriction — war zone
2026-03-16,Malaysia Airlines,MA4465,London,Abu Dhabi,UK,UAE,Airbus A350-900,112,Fuel supply disruption
2026-03-16,Malaysia Airlines,MA8821,London,Kuwait City,UK,Kuwait,Airbus A330-300,328,Diplomatic advisory — do not fly
2026-03-16,EgyptAir,EG5612,Dubai,Amman,UAE,Jordan,Boeing 777-200LR,411,Diplomatic advisory — do not fly
2026-03-16,EgyptAir,EG2868,London,Kuwait City,UK,Kuwait,Airbus A330-300,323,Insurance restriction — war zone
2026-03-16,Malaysia Airlines,MA529,Bahrain,London,Bahrain,UK,Boeing 777-300ER,122,Government travel ban
2026-03-16,Air France,AI2355,Paris,Doha,France,Qatar,Airbus A380-800,156,Crew safety — company policy
2026-03-16,flydubai,FL9244,Islamabad,Dubai,Pakistan,UAE,Boeing 787-9 Dreamliner,244,Airport closure — military activity
2026-03-16,Air France,AI6978,London,Abu Dhabi,UK,UAE,Airbus A321neo,258,Security risk — conflict zone
2026-03-16,Thai Airways,TH5107,Dubai,Mumbai,UAE,India,Boeing 777-200LR,202,Government travel ban
2026-03-16,Emirates SkyCargo,EM5787,Frankfurt,Dubai,Germany,UAE,Boeing 787-9 Dreamliner,259,Security risk — conflict zone
2026-03-16,Gulf Air,GU7708,Dubai,Amman,UAE,Jordan,Airbus A320neo,436,Security risk — conflict zone
2026-03-16,Air India,AI995,Mumbai,Doha,India,Qatar,Boeing 787-9 Dreamliner,249,Diplomatic advisory — do not fly
2026-03-16,Emirates SkyCargo,EM1849,Cairo,Kuwait City,Egypt,Kuwait,Boeing 777-200LR,128,Fuel supply disruption
2026-03-16,Ethiopian Airlines,ET949,Karachi,Dubai,Pakistan,UAE,Boeing 737-800,183,Government travel ban
2026-03-16,British Airways,BR5739,London,Riyadh,UK,Saudi Arabia,Boeing 777-200LR,121,Crew safety — company policy
2026-03-16,Cargolux,CA2350,Karachi,Dubai,Pakistan,UAE,Boeing 777-300ER,299,Airport closure — military activity
2026-03-16,American Airlines,AM8286,London,Muscat,UK,Oman,Boeing 787-10 Dreamliner,202,Fuel supply disruption
2026-03-16,flydubai,FL805,Riyadh,Islamabad,Saudi Arabia,Pakistan,Airbus A330-300,246,Security risk — conflict zone
2026-03-16,Saudi Arabian Airlines,SA6881,Abu Dhabi,Sydney,UAE,Australia,Boeing 787-10 Dreamliner,398,Fuel supply disruption
2026-03-16,Cargolux,CA2000,Los Angeles,Doha,USA,Qatar,Boeing 787-9 Dreamliner,249,Government travel ban
2026-03-16,United Airlines,UN2486,Abu Dhabi,London,UAE,UK,Airbus A340-600,340,Airspace closure — NOTAM
2026-03-16,flydubai,FL4983,Dubai,Frankfurt,UAE,Germany,Boeing 787-10 Dreamliner,153,Diplomatic advisory — do not fly
2026-03-16,Pakistan International Airlines,PA4780,Singapore,Dubai,Singapore,UAE,Airbus A321neo,171,Crew safety — company policy
2026-03-16,Emirates SkyCargo,EM5707,Singapore,London,Singapore,UK,Airbus A320neo,183,Airport closure — military activity
2026-03-16,Cathay Pacific,CA7374,Dubai,Amman,UAE,Jordan,Boeing 737 MAX 8,112,Fuel supply disruption
2026-03-16,flydubai,FL2742,Kuwait City,London,Kuwait,UK,Boeing 737 MAX 8,192,Fuel supply disruption
